File	Rev	ID	Old	New	Churn	Date
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0200_yashima_shatei,YASHIMA_SHATEI_SIDE_P01_0200_008);message	"そのコソ泥だけどな　金さえ戻ってくんなら

ぶっ殺したっていいぜ？　どうせクズなんだ"	"そのコソ泥だけどな

金さえ戻ってくんならぶっ殺したっていいぜ？"	42	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0200_yashima_shatei,YASHIMA_SHATEI_SIDE_P01_0200_008B);message	殺した後に金を取り戻すってのも悪くねぇかもな	"どうせクズなんだ

殺した後に金を取り戻すってのも悪くねぇかもな"	32	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0300_daito,DAITO_SIDE_P01_0300_003);message	本当か……！	本当か！	6	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0300_cafe_master,CAFE_MASTER_SIDE_P01_0300_006F);message	"そいつを一緒に追い払ってくれたら情報を教えて

差し上げましょう"	"そいつを一緒に追い払ってくれたら

情報を教えて差し上げましょう"	32	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0300_daito,DAITO_SIDE_P01_0300_008);message	"あんたのお眼鏡にかなったら合格っていうわけか

いいだろう……"	あんたのお眼鏡にかなったら合格っていうわけか	31	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_p01_0300_daito,DAITO_SIDE_P01_0300_008B);message	なら――	"（この店のツケ野郎を倒せば情報をくれるらしい

　少し遠回りになるが　仕方ねぇな）"	41	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_s01_0600_cafe_master,CAFE_MASTER_SIDE_S01_0600_001);message	"フフ……　これは頼もしい

じゃあ　ともに外で迎え撃つとしましょうか"	"これは頼もしい

じゃあ　ともに外で迎え撃つとしましょうか"	34	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_s01_0700_daito,DAITO_SIDE_S01_0700_001);message	"ともに迎え撃つって　もしかしてマスターも

戦うのか？"	ともに迎え撃つって　もしかしてマスターも戦うのか？	27	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_0800_cafe_master,CAFE_MASTER_SIDE_C01_0800_001);message	……来ましたぞ　あの男です	来ましたぞ　あの男です	13	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_0800_gouman_tuke,GOUMAN_TUKE_SIDE_C01_0800_003B);message	……なるほど　用心棒を雇ったか	なるほど　用心棒を雇ったか	15	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_0800_cafe_master,CAFE_MASTER_SIDE_C01_0800_003);message	"はぁ……　話になりませんね

こちらに何の利益もありません"	"話になりませんね

こちらに何の利益もありません"	29	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1000_gouman_tuke,GOUMAN_TUKE_SIDE_C01_1000_001);message	ぐへぇ……		5	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1000_daito,DAITO_SIDE_C01_1000_001);message	"おう　これまで飲み食いした分の金置いて

どっかいけ　アンタはもう出禁だ"	"おう　これまで飲み食いした分の金置いてどっかいけ

アンタはもう出禁だ"	36	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_s01_1100_daito,DAITO_SIDE_S01_1100_002);message	……大東だ	大東だ	5	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_s01_1200_daito,DAITO_SIDE_S01_1200_002);message	"もっともらしいこと言ってるが

新手の宣伝したいだけじゃないか"	もっともらしいこと言ってるが新手の宣伝したいだけじゃないか	31	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_s01_1200_cafe_master,CAFE_MASTER_SIDE_S01_1200_002);message	フフ　バレましたか	バレましたか	9	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_s01_1300_cafe_master,CAFE_MASTER_SIDE_S01_1300_002);message	"一瞬買い出しで店をあけた瞬間を狙われたようです……

盗まれたのは金ではなく食材でしたが"	"一瞬買い出しで店をあけた瞬間を狙われたようです

盗まれたのは金ではなく食材でしたが"	44	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_s01_1300_cafe_master,CAFE_MASTER_SIDE_S01_1300_003B);message	"ただ　コソ泥には妙な噂もあって

盗んだ金を――"	ただ　コソ泥には妙な噂もあって　盗んだ金を――	24	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1400_cafe_master,CAFE_MASTER_SIDE_C01_1400_001);message	"っと　言っている間に来ました

アイツです"	っと　言っている間に来ました　アイツです	21	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1400_thief_boss,THIEF_BOSS_SIDE_C01_1400_002);message	"お前に恨みはないが　見られて以上生かしちゃおけねぇ

俺達がいなくなったらこの街は終わっちまうんだ"	"お前に恨みはないが　見られた以上生かしちゃおけねぇ

俺達がいなくなったらこの街は終わっちまうんだ"	49	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_boss,THIEF_BOSS_SIDE_C01_1600_002B);message	"それは出来ない　あの金は渡せない……

へへっ　殺すなら殺せよ"	"それは出来ない　あの金は渡せない

殺すなら殺せよ"	31	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_yashima_shatei,YASHIMA_SHATEI_SIDE_C01_1600_001);message	"そのコソ泥だけどな　金さえ戻ってくんなら

ぶっ殺したっていいぜ？　どうせクズなんだ"	"そのコソ泥だけどな

金さえ戻ってくんならぶっ殺したっていいぜ？"	42	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_yashima_shatei,YASHIMA_SHATEI_SIDE_C01_1600_001B);message	"殺した後に金を取り戻すってのも悪くねぇかもな

その辺はお前に任せる　じゃあな"	"どうせクズなんだ

殺した後に金を取り戻すってのも悪くねぇかもな"	39	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_son,THIEF_SON_SIDE_C01_1600_001);message	"ま　待ってくれ

カシラを……　父ちゃんを殺さないでくれ！"	"ま　待ってくれ

カシラを　父ちゃんを殺さないでくれ！"	29	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_son,THIEF_SON_SIDE_C01_1600_001B);message	"父ちゃんは　この街の日の当たらねぇ人たちに

金やメシを配ってんだ　金持ちばっか肥えやがって

このくらい……　いいじゃねぇか……"	"父ちゃんは　この街の日の当たらねぇ人たちに

金やメシを配ってんだ　金持ちばっか肥えやがって……"	65	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_son,THIEF_SON_SIDE_C01_1600_001C);message	"あんた　八島組って言ったな

組から盗った金だけは返す……

だからここは見逃してくれ……"	このくらい　いいじゃねぇか	45	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_daito,DAITO_SIDE_C01_1600_005);message	……分かった	分かった	6	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_boss,THIEF_BOSS_SIDE_C01_1600_003);message	え……	え	3	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_cafe_master,CAFE_MASTER_SIDE_C01_1600_002);message	……なんでこっちを見るんですか	なんでこっちを見るんですか	15	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_daito,DAITO_SIDE_C01_1600_007);message	"だがやりすぎると　本当に殺されるかもしれないぞ

しばらくは大人しくしておいた方がいい"	"だが　やりすぎたら本当に殺されるかもしれないぞ

しばらくは大人しくしておいた方がいい"	43	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_boss,THIEF_BOSS_SIDE_C01_1600_004);message	"す　すまねぇ……

この恩は　必ず返すぜ"	"す　すまねぇ

この恩は　必ず返すぜ"	20	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_cafe_master,CAFE_MASTER_SIDE_C01_1600_003);message	"いえいえ　こちらこそいいものを見せてもらいましたよ

フフ　常連の皆様に土産話ができた"	"いえいえ　こちらこそいいものを見せてもらいましたよ

常連の皆様に土産話ができた"	43	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_daito,DAITO_SIDE_C01_1600_009);message	"……妙なこと触れ込まないでくれよな

あることないこと言われたらかなわない"	"妙なこと触れ込まないでくれよな

あることないこと言われたらかなわない"	37	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_daito,DAITO_SIDE_C01_1600_010);message	そういうのいらないんだよな……	そういうのいらないんだよな	15	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_daito,DAITO_SIDE_C01_1600_013);message	……そんなの　信じるわけないだろ	そんなの　信じるわけないだろ	16	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_son,THIEF_SON_SIDE_C01_1600_003);message	え……	え	3	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_daito,DAITO_SIDE_C01_1600_014);message	"義賊だったとしてもれっきとした悪党だ

そんなヤツの言葉いちいち鵜呑みにしてたら

いつか自分がやられてしまう"	義賊だったとしてもれっきとした悪党だ	55	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_daito,DAITO_SIDE_C01_1600_014B);message	"この世界は甘いヤツから死んでいく

悪く思わないでくれ"	"そんなヤツの言葉いちいち鵜呑みにしてたら

いつか自分がやられてしまう"	35	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_son,THIEF_SON_SIDE_C01_1600_004);message	よくも……　よくも　父ちゃんを……！	よくも　よくも　父ちゃんを！	18	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_son,THIEF_SON_SIDE_C01_1600_004B);message	殺してやる……！	殺してやる！	8	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_son,THIEF_SON_SIDE_C01_1600_005);message	ぐはっ……　くそう……　くそう……	くそう　くそう……	17	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_thief_son,THIEF_SON_SIDE_C01_1600_006);message	"……お前の顔　絶対に忘れねぇ……

父ちゃんの仇　絶対に取ってやるからな……"	"お前の顔　絶対に忘れねぇ

父ちゃんの仇　絶対に取ってやるからな"	38	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_cafe_master,CAFE_MASTER_SIDE_C01_1600_007);message	……これが　ネズミ小僧の末路ですか	これが　ネズミ小僧の末路ですか	17	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_cafe_master,CAFE_MASTER_SIDE_C01_1600_008);message	……そうですね	そうですね	7	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_cafe_master,CAFE_MASTER_SIDE_C01_1600_008B);message	"親玉がいなくなり組織も瓦解して

泥棒騒ぎは収まるでしょう

心配していたお客様にはそうお伝えしておきます"	親玉がいなくなり組織も瓦解して泥棒騒ぎは収まるでしょう	53	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_daito,DAITO_SIDE_C01_1600_017);message	……あぁ	あぁ	4	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_cafe_master,CAFE_MASTER_SIDE_C01_1600_009);message	"私も店に戻ります

それでは"	私も店に戻ります　それでは	14	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_1600_daito,DAITO_SIDE_C01_1600_019);message	（……八島組に報告しに行こう）	（八島組に報告しに行こう）	15	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_3000_daito,DAITO_SIDE_C01_3000_001);message	"取り返してきましたよ

これで良いんですよね"	取り返してきましたよ　これで良いんですよね	22	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_3000_yashima_shatei,YASHIMA_SHATEI_SIDE_C01_3000_003);message	……兄貴には言うんじゃねぇぞ	兄貴には言うんじゃねぇぞ	14	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_3000_yashima_shatei,YASHIMA_SHATEI_SIDE_C01_3000_004);message	"お　親父　いえ　ちょっと大東のヤツを

可愛がってただけですよ　なっ？"	"お　親父

いえ　ちょっと大東のヤツを可愛がってただけですよ　なっ？"	35	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_3000_yashima_shatei,YASHIMA_SHATEI_SIDE_C01_3000_007);message	"俺はお前に任せるって言っただけだ

まぁその選択　俺は嫌いじゃねぇ"	俺はお前に任せるって言っただけだ	33	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_3000_yashima_shatei,YASHIMA_SHATEI_SIDE_C01_3000_007B);message	"上からの命令は絶対だからな

目的のために手段を択ばないヤツは強くなるぜ

この世界じゃな"	"まぁその選択　俺は嫌いじゃねぇ

上からの命令は絶対だからな"	45	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_3000_daito,DAITO_SIDE_C01_3000_005);message	……これがその金です	これがその金です	10	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_3000_yashima_shatei,YASHIMA_SHATEI_SIDE_C01_3000_008B);message	"ほら　小遣いだ

イロつけてやるよ"	ほら　小遣いだ　イロつけてやるよ	17	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_3000_yashima_shatei,YASHIMA_SHATEI_SIDE_C01_3000_009);message	"じゃあまたな

今度は俺と組んでデカいことやろうぜ　ガッハッハ"	"じゃあまたな

今度は俺と組んでデカいことやろうぜ"	31	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	28	(speech_side_c01_3000_daito,DAITO_SIDE_C01_3000_006);message	（……街に戻ろ）	（街に戻ろ）	8	2025-03-25
sound\auth\subtitles\speech_list_crw_side01.lxtxt	78	(speech_side_c01_3000_yashima_shatei,YASHIMA_SHATEI_SIDE_C01_3000_004);message	"お　親父

いえ　ちょっと大東のヤツを可愛がってただけですよ　なっ？"	"お　兄貴

いえ　ちょっと大東のヤツを可愛がってただけですよ　なっ？"	34	2025-04-04
talk\text\crw_mission_003.lxtxt	46	yuujo_mission_t003_0010;talk_text	きゃっ！ たくさん楽しめそう	きゃっ！　たくさん楽しめそう	14	2025-03-30
